,interactor1,interactor2
12502,NP_461583.1,NP_462321.1
12503,NP_461583.1,NP_462330.1
12504,NP_461583.1,NP_462351.1
12505,NP_461583.1,NP_463252.1
12506,NP_461583.1,NP_462327.1
12507,NP_461583.1,NP_462320.1
12508,NP_461583.1,NP_462338.1
12509,NP_461583.1,NP_462339.1
12510,NP_460302.1,NP_461583.1
12511,NP_461583.1,NP_462328.1
12512,NP_461583.1,NP_462337.1
12513,NP_461583.1,NP_463255.1
12514,NP_461583.1,NP_462329.1
12515,NP_461583.1,NP_462344.1
12516,NP_461583.1,NP_462341.1
12517,NP_461583.1,NP_463019.1
12518,NP_459447.1,NP_461583.1
12519,NP_461583.1,NP_463039.1
12520,NP_460171.1,NP_461583.1
12521,NP_459629.1,NP_461583.1
12522,NP_459840.1,NP_461583.1
12523,NP_461467.1,NP_461583.1
12524,NP_461586.1,NP_463242.1
12525,NP_461586.1,NP_462349.1
12526,NP_461586.1,NP_463015.1
12527,NP_459048.1,NP_461586.1
12528,NP_461586.1,NP_462340.1
12529,NP_461586.1,NP_462331.3
12530,NP_461586.1,NP_462322.1
12531,NP_461586.1,NP_462345.1
12532,NP_461586.1,NP_462327.1
12533,NP_459221.1,NP_461586.1
12534,NP_461586.1,NP_462628.1
12535,NP_461586.1,NP_462339.1
12536,NP_461586.1,NP_462318.1
12537,NP_461586.1,NP_462337.1
12538,NP_461586.1,NP_462325.1
12539,NP_461586.1,NP_462255.1
12540,NP_461586.1,NP_462344.1
12541,NP_461586.1,NP_463194.1
12542,NP_459159.1,NP_461586.1
12543,NP_461586.1,NP_461777.1
12544,NP_461586.1,NP_462058.1
12545,NP_459447.1,NP_461586.1
12546,NP_461586.1,NP_463039.1
12547,NP_459018.1,NP_461586.1
12548,NP_461384.3,NP_461586.1
12549,NP_461850.1,NP_462345.1
12550,NP_461850.1,NP_462610.1
12551,NP_460147.1,NP_461850.1
12552,NP_459017.1,NP_461743.1
12553,NP_461583.1,NP_461921.1
12554,NP_460678.1,NP_461921.1
12555,NP_460157.1,NP_461921.1
12556,NP_460035.1,NP_461921.1
12557,NP_459430.3,NP_461921.1
12558,NP_461921.1,NP_463229.1
12559,NP_461578.1,NP_461921.1
12560,NP_461921.1,NP_462642.1
12561,NP_459048.1,NP_461921.1
12562,NP_461921.1,NP_462340.1
12563,NP_461921.1,NP_463254.2
12564,NP_461921.1,NP_462322.1
12565,NP_461921.1,NP_462351.1
12566,NP_461921.1,NP_463252.1
12567,NP_461921.1,NP_462327.1
12568,NP_461921.1,NP_462320.1
12569,NP_461921.1,NP_462338.1
12570,NP_459221.1,NP_461921.1
12571,NP_459956.1,NP_461921.1
12572,NP_461921.1,NP_462628.1
12573,NP_461168.1,NP_461921.1
12574,NP_461921.1,NP_462333.1
12575,NP_461921.1,NP_462339.1
12576,NP_461921.1,NP_462214.1
12577,NP_460302.1,NP_461921.1
12578,NP_461603.1,NP_461921.1
12579,NP_461921.1,NP_462328.1
12580,NP_461921.1,NP_462318.1
12581,NP_461921.1,NP_462337.1
12582,NP_461921.1,NP_462325.1
12583,NP_461921.1,NP_462334.1
12584,NP_461921.1,NP_462255.1
12585,NP_461921.1,NP_463020.1
12586,NP_461921.1,NP_463255.1
12587,NP_461921.1,NP_462329.1
12588,NP_461921.1,NP_462332.1
12589,NP_461921.1,NP_462343.1
12590,NP_461921.1,NP_462344.1
12591,NP_461921.1,NP_462341.1
12592,NP_461921.1,NP_463019.1
12593,NP_459447.1,NP_461921.1
12594,NP_461921.1,NP_463039.1
12595,NP_461921.1,NP_462193.3
12596,NP_461921.1,NP_462832.3
12597,NP_459803.1,NP_461977.1
12598,NP_459221.1,NP_461977.1
12599,NP_460038.1,NP_461977.1
12600,NP_461977.1,NP_463194.1
12601,NP_461477.1,NP_461977.1
12602,NP_459752.1,NP_461977.1
12603,NP_461131.1,NP_461977.1
12604,NP_462025.1,NP_462117.1
12605,NP_461583.1,NP_462025.1
12606,NP_460035.1,NP_462025.1
12607,NP_459661.3,NP_462025.1
12608,NP_461578.1,NP_462025.1
12609,NP_462025.1,NP_462124.1
12610,NP_459048.1,NP_462025.1
12611,NP_461606.1,NP_462025.1
12612,NP_462025.1,NP_462322.1
12613,NP_462025.1,NP_462351.1
12614,NP_462025.1,NP_463252.1
12615,NP_462025.1,NP_462327.1
12616,NP_462025.1,NP_462320.1
12617,NP_462025.1,NP_462338.1
12618,NP_459221.1,NP_462025.1
12619,NP_459956.1,NP_462025.1
12620,NP_462025.1,NP_462333.1
12621,NP_462025.1,NP_462339.1
12622,NP_461603.1,NP_462025.1
12623,NP_462025.1,NP_462255.1
12624,NP_462025.1,NP_463020.1
12625,NP_462025.1,NP_463255.1
12626,NP_462025.1,NP_462329.1
12627,NP_462025.1,NP_462332.1
12628,NP_462025.1,NP_462343.1
12629,NP_462025.1,NP_462344.1
12630,NP_462025.1,NP_462341.1
12631,NP_461587.1,NP_462025.1
12632,NP_461135.1,NP_462025.1
12633,NP_459159.1,NP_462025.1
12634,NP_460600.3,NP_462025.1
12635,NP_459671.1,NP_462025.1
12636,NP_459017.1,NP_462025.1
12637,NP_462025.1,NP_462193.3
12638,NP_460546.1,NP_462025.1
12639,NP_459157.1,NP_462025.1
12640,NP_462016.1,NP_462345.1
12641,NP_460529.1,NP_462016.1
12642,NP_462016.1,NP_462917.1
12643,NP_462072.1,NP_462737.1
12644,NP_459017.1,NP_462072.1
12645,NP_462117.1,NP_462628.1
12646,NP_459317.1,NP_462117.1
12647,NP_460434.1,NP_462117.1
12648,NP_460531.1,NP_462117.1
12649,NP_460434.1,NP_462117.1
12650,NP_460490.1,NP_462117.1
12651,NP_460531.1,NP_462117.1
12652,NP_460946.1,NP_462117.1
12653,NP_461210.1,NP_462117.1
12654,NP_460044.1,NP_462117.1
12655,NP_459158.2,NP_462117.1
12656,NP_459157.1,NP_462117.1
12657,NP_462123.1,NP_462349.1
12658,NP_462123.1,NP_463015.1
12659,NP_462123.1,NP_462345.1
12660,NP_462123.1,NP_463022.1
12661,NP_462123.1,NP_462319.1
12662,NP_462123.1,NP_463021.1
12663,NP_461777.1,NP_462123.1
12664,NP_462058.1,NP_462123.1
12665,NP_459157.1,NP_462123.1
12666,NP_462123.1,NP_462349.1
12667,NP_462123.1,NP_463015.1
12668,NP_462201.3,NP_462883.1
12669,NP_462201.3,NP_462351.1
12670,NP_462201.3,NP_462327.1
12671,NP_462231.1,NP_462737.1
12672,NP_462233.1,NP_462349.1
12673,NP_462233.1,NP_463015.1
12674,NP_462233.1,NP_462331.3
12675,NP_462233.1,NP_462339.1
12676,NP_462233.1,NP_463194.1
12677,NP_459621.1,NP_462233.1
12678,NP_459920.1,NP_462233.1
12679,NP_460793.1,NP_462233.1
12680,NP_460947.1,NP_462233.1
12681,NP_462233.1,NP_462550.1
12682,NP_460166.1,NP_462233.1
12683,NP_462187.1,NP_462188.3
12684,NP_462187.1,NP_462349.1
12685,NP_462187.1,NP_463015.1
12686,NP_462187.1,NP_463194.1
12687,NP_459159.1,NP_462187.1
12688,NP_459446.1,NP_462187.1
12689,NP_459158.2,NP_462187.1
12690,NP_459157.1,NP_462187.1
12691,NP_462187.1,NP_462349.1
12692,NP_462187.1,NP_463015.1
12693,NP_462209.3,NP_462477.1
12694,NP_461583.1,NP_462209.3
12695,NP_460157.1,NP_462209.3
12696,NP_462209.3,NP_462351.1
12697,NP_459221.1,NP_462209.3
12698,NP_462209.3,NP_462214.1
12699,NP_460302.1,NP_462209.3
12700,NP_462209.3,NP_462255.1
12701,NP_462209.3,NP_463018.1
12702,NP_462209.3,NP_462343.1
12703,NP_462209.3,NP_462344.1
12704,NP_462209.3,NP_462341.1
12705,NP_461593.1,NP_462212.1
12706,NP_462212.1,NP_462319.1
12707,NP_462212.1,NP_463021.1
12708,NP_462212.1,NP_462495.1
12709,NP_462212.1,NP_463055.1
12710,NP_461085.1,NP_462212.1
12711,NP_460332.1,NP_462212.1
12712,NP_462239.1,NP_462275.1
12713,NP_459317.1,NP_462239.1
12714,NP_459974.1,NP_462239.1
12715,NP_460434.1,NP_462239.1
12716,NP_460490.1,NP_462239.1
12717,NP_460531.1,NP_462239.1
12718,NP_460946.1,NP_462239.1
12719,NP_461210.1,NP_462239.1
12720,NP_461207.1,NP_462239.1
12721,NP_460101.1,NP_460906.1
12722,NP_460906.1,NP_462247.1
12723,NP_462349.1,NP_462363.1
12724,NP_462363.1,NP_463015.1
12725,NP_459721.1,NP_462363.1
12726,NP_462349.1,NP_462473.1
12727,NP_462473.1,NP_463015.1
12728,NP_459017.1,NP_462473.1
12729,NP_462349.1,NP_462485.1
12730,NP_462485.1,NP_463015.1
12731,NP_462485.1,NP_463021.1
12732,NP_462479.1,NP_463218.1
12733,NP_462479.1,NP_463022.1
12734,NP_462479.1,NP_463021.1
12735,NP_459230.1,NP_462479.1
12736,NP_460256.1,NP_462479.1
12737,NP_459157.1,NP_462479.1
12738,NP_462497.1,NP_462883.1
12739,NP_462497.1,NP_463194.1
12740,NP_459157.1,NP_462497.1
12741,NP_459683.1,NP_462547.1
12742,NP_460207.1,NP_462589.1
12743,NP_462209.3,NP_462589.1
12744,NP_461583.1,NP_462589.1
12745,NP_462331.3,NP_462589.1
12746,NP_462351.1,NP_462589.1
12747,NP_462327.1,NP_462589.1
12748,NP_459221.1,NP_462589.1
12749,NP_462589.1,NP_462628.1
12750,NP_462339.1,NP_462589.1
12751,NP_460302.1,NP_462589.1
12752,NP_461603.1,NP_462589.1
12753,NP_462328.1,NP_462589.1
12754,NP_462255.1,NP_462589.1
12755,NP_462344.1,NP_462589.1
12756,NP_462589.1,NP_463019.1
12757,NP_459158.2,NP_462589.1
12758,NP_462635.1,NP_462746.1
12759,NP_462349.1,NP_462635.1
12760,NP_462635.1,NP_463015.1
12761,NP_461606.1,NP_462635.1
12762,NP_459221.1,NP_462635.1
12763,NP_462635.1,NP_463022.1
12764,NP_462342.1,NP_462635.1
12765,NP_459159.1,NP_462635.1
12766,NP_459017.1,NP_462635.1
12767,NP_459018.1,NP_462635.1
12768,NP_462349.1,NP_462635.1
12769,NP_462635.1,NP_463015.1
12770,NP_462731.1,NP_463194.1
12771,NP_459017.1,NP_462731.1
12772,NP_462349.1,NP_462731.1
12773,NP_462731.1,NP_463015.1
12774,NP_460288.1,NP_462777.3
12775,NP_462349.1,NP_462777.3
12776,NP_462777.3,NP_463015.1
12777,NP_461606.1,NP_462778.1
12778,NP_459221.1,NP_462778.1
12779,NP_462778.1,NP_463021.1
12780,NP_462778.1,NP_463020.1
12781,NP_459159.1,NP_462778.1
12782,NP_459239.1,NP_462778.1
12783,NP_461494.1,NP_462778.1
12784,NP_462199.1,NP_462778.1
12785,NP_461611.1,NP_462778.1
12786,NP_462452.1,NP_462778.1
12787,NP_461897.1,NP_462778.1
12788,NP_462778.1,NP_463207.1
12789,NP_459017.1,NP_462778.1
12790,NP_459239.1,NP_462778.1
12791,NP_461494.1,NP_462778.1
12792,NP_462290.1,NP_462778.1
12793,NP_462289.1,NP_462778.1
12794,NP_459237.1,NP_462778.1
12795,NP_462349.1,NP_462778.1
12796,NP_462778.1,NP_463015.1
12797,NP_462870.1,NP_462889.1
12798,NP_460673.1,NP_462870.1
12799,NP_460035.1,NP_462883.1
12800,NP_462642.1,NP_462883.1
12801,NP_459141.1,NP_462883.1
12802,NP_462343.1,NP_462883.1
12803,NP_462344.1,NP_462883.1
12804,NP_462341.1,NP_462883.1
12805,NP_462883.1,NP_462908.1
12806,NP_462339.1,NP_462908.1
12807,NP_462344.1,NP_462908.1
12808,NP_462119.1,NP_462908.1
12809,NP_459663.1,NP_462909.1
12810,NP_462909.1,NP_463021.1
12811,NP_462367.1,NP_462909.1
12812,NP_460256.1,NP_462909.1
12813,NP_459017.1,NP_462909.1
12814,NP_459157.1,NP_463208.1
12815,NP_463217.1,NP_463218.1
12816,NP_462909.1,NP_463218.1
12817,NP_459956.1,NP_463218.1
12818,NP_463021.1,NP_463218.1
12819,NP_463218.1,NP_463227.1
12820,NP_459948.1,NP_463218.1
12821,NP_461581.1,NP_463218.1
12822,NP_462155.1,NP_463218.1
12823,NP_463194.1,NP_463218.1
12824,NP_462850.1,NP_463218.1
12825,NP_460256.1,NP_463218.1
12826,NP_459017.1,NP_463218.1
12827,NP_459124.1,NP_463217.1
12828,NP_459159.1,NP_463217.1
12829,NP_459158.2,NP_463217.1
12830,NP_460314.1,NP_463213.3
12831,NP_459647.1,NP_463213.3
12832,NP_459649.1,NP_463213.3
12833,NP_459487.1,NP_463213.3
12834,NP_459372.1,NP_463213.3
12835,NP_461048.1,NP_463213.3
12836,NP_462349.1,NP_463213.3
12837,NP_463015.1,NP_463213.3
12838,NP_461606.1,NP_463213.3
12839,NP_462331.3,NP_463213.3
12840,NP_462322.1,NP_463213.3
12841,NP_462345.1,NP_463213.3
12842,NP_462351.1,NP_463213.3
12843,NP_462338.1,NP_463213.3
12844,NP_459221.1,NP_463213.3
12845,NP_459956.1,NP_463213.3
12846,NP_462627.1,NP_463213.3
12847,NP_462342.1,NP_463213.3
12848,NP_462339.1,NP_463213.3
12849,NP_462255.1,NP_463213.3
12850,NP_463021.1,NP_463213.3
12851,NP_462343.1,NP_463213.3
12852,NP_462344.1,NP_463213.3
12853,NP_460780.1,NP_463213.3
12854,NP_463194.1,NP_463213.3
12855,NP_460256.1,NP_463213.3
12856,NP_462350.1,NP_463213.3
12857,NP_459017.1,NP_463213.3
12858,NP_461394.1,NP_463213.3
12859,NP_459157.1,NP_463213.3
12860,NP_463217.1,NP_463230.1
12861,NP_463218.1,NP_463230.1
12862,NP_462124.1,NP_463230.1
12863,NP_462345.1,NP_463230.1
12864,NP_462351.1,NP_463230.1
12865,NP_462327.1,NP_463230.1
12866,NP_459221.1,NP_463230.1
12867,NP_462627.1,NP_463230.1
12868,NP_462628.1,NP_463230.1
12869,NP_462339.1,NP_463230.1
12870,NP_461603.1,NP_463230.1
12871,NP_462328.1,NP_463230.1
12872,NP_462255.1,NP_463230.1
12873,NP_463230.1,NP_463255.1
12874,NP_462329.1,NP_463230.1
12875,NP_462344.1,NP_463230.1
12876,NP_462345.1,NP_463242.1
12877,NP_462254.1,NP_463242.1
12878,NP_462330.1,NP_463242.1
12879,NP_462351.1,NP_463242.1
12880,NP_462327.1,NP_463242.1
12881,NP_462320.1,NP_463242.1
12882,NP_462338.1,NP_463242.1
12883,NP_459221.1,NP_463242.1
12884,NP_459956.1,NP_463242.1
12885,NP_462628.1,NP_463242.1
12886,NP_462339.1,NP_463242.1
12887,NP_462214.1,NP_463242.1
12888,NP_461603.1,NP_463242.1
12889,NP_462334.1,NP_463242.1
12890,NP_462255.1,NP_463242.1
12891,NP_463021.1,NP_463242.1
12892,NP_462343.1,NP_463242.1
12893,NP_462344.1,NP_463242.1
12894,NP_463019.1,NP_463242.1
12895,NP_463194.1,NP_463242.1
12896,NP_461931.1,NP_463242.1
12897,NP_459159.1,NP_463242.1
12898,NP_459447.1,NP_463242.1
12899,NP_463039.1,NP_463242.1
12900,NP_459017.1,NP_463242.1
12901,NP_459018.1,NP_463242.1
12902,NP_461467.1,NP_463242.1
12903,NP_461429.1,NP_463242.1
12904,NP_459158.2,NP_463242.1
12905,NP_462149.1,NP_463242.1
12906,NP_459695.1,NP_463242.1
12907,NP_461495.1,NP_463242.1
12908,NP_462349.1,NP_463242.1
12909,NP_463015.1,NP_463242.1
12910,NP_459048.1,NP_463242.1
12911,NP_462340.1,NP_463242.1
12912,NP_462331.3,NP_463242.1
12913,NP_462322.1,NP_463242.1
12914,NP_462352.1,NP_463242.1
12915,NP_462349.1,NP_463242.1
12916,NP_463015.1,NP_463242.1
12917,NP_460288.1,NP_463330.1
12918,NP_463277.1,NP_463330.1
12919,NP_459159.1,NP_463330.1
12920,NP_459146.1,NP_463330.1
12921,NP_461744.1,NP_463330.1
12922,NP_459158.2,NP_463330.1
12923,NP_460509.1,NP_461280.1
12924,NP_459662.1,NP_462349.1
12925,NP_459662.1,NP_463015.1
12926,NP_459662.1,NP_462753.1
12927,NP_459017.1,NP_459662.1
12928,NP_459018.1,NP_459662.1
12929,NP_459662.1,NP_462349.1
12930,NP_459662.1,NP_463015.1
12931,NP_462349.1,NP_463420.1
12932,NP_463015.1,NP_463420.1
12933,NP_459017.1,NP_463422.1
12934,NP_460547.1,NP_462344.1
12935,NP_460335.1,NP_460337.1
12936,NP_460335.1,NP_460336.1
12937,NP_460336.1,NP_460337.1
12938,NP_460336.1,NP_463019.1
12939,NP_460325.1,NP_461119.1
12940,NP_459141.1,NP_461119.1
12941,NP_461119.1,NP_462345.1
12942,NP_461119.1,NP_462351.1
12943,NP_461119.1,NP_462327.1
12944,NP_459221.1,NP_461119.1
12945,NP_461119.1,NP_462339.1
12946,NP_461119.1,NP_462328.1
12947,NP_461119.1,NP_462334.1
12948,NP_461119.1,NP_462255.1
12949,NP_461119.1,NP_462644.1
12950,NP_461119.1,NP_461148.1
12951,NP_459159.1,NP_461119.1
12952,NP_459447.1,NP_461119.1
12953,NP_461119.1,NP_463039.1
12954,NP_460430.1,NP_461119.1
12955,NP_459588.1,NP_461119.1
12956,NP_459152.1,NP_461119.1
12957,NP_459157.1,NP_461119.1
12958,NP_461746.1,NP_462349.1
12959,NP_461746.1,NP_463015.1
12960,NP_461746.1,NP_463194.1
12961,NP_459017.1,NP_461746.1
12962,NP_462100.1,NP_462575.1
12963,NP_459158.2,NP_462176.1
12964,NP_461768.1,NP_462177.1
12965,NP_462178.1,NP_462628.1
12966,NP_462178.1,NP_462255.1
12967,NP_459159.1,NP_462178.1
12968,NP_459447.1,NP_462178.1
12969,NP_462178.1,NP_463039.1
12970,NP_459158.2,NP_462178.1
12971,NP_459157.1,NP_462178.1
12972,NP_462223.1,NP_462349.1
12973,NP_462223.1,NP_463015.1
12974,NP_462223.1,NP_463021.1
12975,NP_462223.1,NP_463194.1
12976,NP_462062.1,NP_462223.1
12977,NP_459017.1,NP_462223.1
12978,NP_461606.1,NP_462306.1
12979,NP_462306.1,NP_462345.1
12980,NP_462306.1,NP_462327.1
12981,NP_459221.1,NP_462306.1
12982,NP_462306.1,NP_462342.1
12983,NP_462306.1,NP_462339.1
12984,NP_462306.1,NP_463018.1
12985,NP_460410.1,NP_462400.1
12986,NP_459814.1,NP_462400.1
12987,NP_460185.1,NP_462400.1
12988,NP_459390.1,NP_462400.1
12989,NP_462345.1,NP_462400.1
12990,NP_462351.1,NP_462400.1
12991,NP_462327.1,NP_462400.1
12992,NP_462338.1,NP_462400.1
12993,NP_459221.1,NP_462400.1
12994,NP_462400.1,NP_462628.1
12995,NP_462339.1,NP_462400.1
12996,NP_461603.1,NP_462400.1
12997,NP_462334.1,NP_462400.1
12998,NP_462255.1,NP_462400.1
12999,NP_462400.1,NP_463255.1
13000,NP_462349.1,NP_462401.3
13001,NP_462401.3,NP_463015.1
13002,NP_462352.1,NP_462401.3
13003,NP_462345.1,NP_462401.3
13004,NP_462351.1,NP_462401.3
13005,NP_462327.1,NP_462401.3
13006,NP_462338.1,NP_462401.3
13007,NP_459221.1,NP_462401.3
13008,NP_462344.1,NP_462401.3
13009,NP_462238.1,NP_462401.3
13010,NP_462349.1,NP_462401.3
13011,NP_462401.3,NP_463015.1
13012,NP_460843.1,NP_462737.1
13013,NP_461366.1,NP_461367.1
13014,NP_459670.1,NP_461366.1
13015,NP_461366.1,NP_461368.1
13016,NP_459670.1,NP_460173.1
13017,NP_460173.1,NP_461368.1
13018,NP_462764.1,NP_462766.1
13019,NP_462319.1,NP_463022.1
13020,NP_462319.1,NP_463023.1
13021,NP_459158.2,NP_459159.1
13022,NP_459222.1,NP_462349.1
13023,NP_459222.1,NP_463015.1
13024,NP_463319.1,NP_463320.1
13025,NP_459723.1,NP_459724.1
13026,NP_460303.1,NP_460304.1
13027,NP_462765.1,NP_462766.1
13028,NP_460528.1,NP_460529.1
13029,NP_460528.1,NP_462917.1
13030,NP_460529.1,NP_462916.1
13031,NP_462916.1,NP_462917.1
13032,NP_460528.1,NP_460529.1
13033,NP_460528.1,NP_462917.1
13034,NP_460529.1,NP_462916.1
13035,NP_462916.1,NP_462917.1
13036,NP_460536.1,NP_460537.1
13037,NP_460536.1,NP_460719.1
13038,NP_460537.1,NP_460720.1
13039,NP_460719.1,NP_460720.1
13040,NP_463206.1,NP_463207.1
13041,NP_460786.1,NP_460787.1
13042,NP_460786.1,NP_460788.1
13043,NP_460300.3,NP_462351.1
13044,NP_461268.1,NP_461269.1
13045,NP_459313.1,NP_460843.1
13046,NP_459683.1,NP_460843.1
13047,NP_460736.1,NP_462784.1
13048,NP_461280.1,NP_462761.1
13049,NP_459017.1,NP_461611.1
13050,NP_459017.1,NP_461214.1
13051,NP_459017.1,NP_459956.1
13052,NP_459222.1,NP_462350.1
13053,NP_462349.1,NP_462350.1
13054,NP_462350.1,NP_463015.1
13055,NP_459191.1,NP_462210.1
13056,NP_459751.1,NP_462604.1
13057,NP_460498.1,NP_462065.1
13058,NP_460743.1,NP_462065.1
13059,NP_459470.1,NP_461416.1
13060,NP_459470.1,NP_462301.1
13061,NP_459470.1,NP_462301.1
13062,NP_459725.1,NP_460748.1
13063,NP_459017.1,NP_461591.1
13064,NP_461591.1,NP_462199.1
13065,NP_459956.1,NP_461591.1
13066,NP_460536.1,NP_460537.1
13067,NP_460537.1,NP_460720.1
13068,NP_460536.1,NP_460719.1
13069,NP_460719.1,NP_460720.1
13070,NP_459447.1,NP_459621.1
13071,NP_459621.1,NP_463039.1
13072,NP_459920.1,NP_463039.1
13073,NP_459447.1,NP_460793.1
13074,NP_460793.1,NP_463039.1
13075,NP_460947.1,NP_463039.1
13076,NP_462550.1,NP_463039.1
13077,NP_459621.1,NP_460710.1
13078,NP_460710.1,NP_460793.1
13079,NP_460793.1,NP_461725.1
13080,NP_460710.1,NP_460947.1
13081,NP_460710.1,NP_462550.1
13082,NP_460166.1,NP_460202.1
13083,NP_459141.1,NP_460166.1
13084,NP_460085.1,NP_460269.1
13085,NP_460085.1,NP_462371.1
13086,NP_460197.1,NP_460269.1
13087,NP_460197.1,NP_462371.1
13088,NP_459218.1,NP_461994.1
13089,NP_459013.1,NP_460288.1
13090,NP_461131.1,NP_461132.1
13091,NP_459499.1,NP_461311.1
13092,NP_461015.1,NP_463358.3
13093,NP_459696.1,NP_462079.1
13094,NP_459313.1,NP_461026.1
13095,NP_461212.1,NP_461456.1
13096,NP_459781.1,NP_462481.1
13097,NP_460277.1,NP_462481.1
13098,NP_459441.3,NP_462481.1
13099,NP_462180.1,NP_462481.1
13100,NP_461228.1,NP_462513.1
13101,NP_461455.1,NP_463225.1
13102,NP_461455.1,NP_462062.1
13103,NP_460122.1,NP_463100.1
13104,NP_461983.1,NP_462548.1
13105,NP_459141.1,NP_459592.1
13106,NP_459141.1,NP_463391.1
13107,NP_459592.1,NP_460427.1
13108,NP_460427.1,NP_463391.1
13109,NP_459229.1,NP_462388.1
13110,NP_461311.1,NP_461985.1
13111,NP_460912.1,NP_460914.1
13112,NP_460914.1,NP_461698.1
13113,NP_460912.1,NP_460914.1
13114,NP_460914.1,NP_461698.1
13115,NP_463193.1,NP_463194.1
13116,NP_462269.1,NP_463194.1
13117,NP_463193.1,NP_463194.1
13118,NP_462427.1,NP_463194.1
13119,NP_463193.1,NP_463194.1
13120,NP_462427.1,NP_463193.1
13121,NP_459239.1,NP_462778.1
13122,NP_461494.1,NP_462778.1
13123,NP_459239.1,NP_462778.1
13124,NP_461494.1,NP_462778.1
13125,NP_459239.1,NP_462778.1
13126,NP_461494.1,NP_462778.1
13127,NP_459937.1,NP_460341.1
13128,NP_459937.1,NP_460342.1
13129,NP_459071.1,NP_459072.1
13130,NP_460985.1,NP_460986.1
13131,NP_460985.1,NP_460987.1
13132,NP_459138.1,NP_461363.1
13133,NP_459934.1,NP_462806.1
13134,NP_462972.1,NP_462973.1
13135,NP_462972.1,NP_462973.1
13136,NP_460682.1,NP_460683.1
13137,NP_459638.1,NP_462737.1
13138,NP_459479.1,NP_459638.1
13139,NP_459479.1,NP_460171.1
13140,NP_461799.1,NP_461800.1
13141,NP_463193.1,NP_463194.1
13142,NP_463206.1,NP_463207.1
13143,NP_463205.1,NP_463207.1
13144,NP_463204.1,NP_463207.1
13145,NP_460306.1,NP_460308.1
13146,NP_459717.1,NP_459718.1
13147,NP_459717.1,NP_459719.1
13148,NP_459717.1,NP_459720.1
13149,NP_459783.3,NP_459784.1
13150,NP_463193.1,NP_463194.1
13151,NP_459311.1,NP_462737.1
13152,NP_463336.3,NP_463413.1
13153,NP_460536.1,NP_460537.1
13154,NP_460536.1,NP_460719.1
13155,NP_460537.1,NP_460720.1
13156,NP_460719.1,NP_460720.1
13157,NP_460536.1,NP_460539.1
13158,NP_460536.1,NP_460717.1
13159,NP_460539.1,NP_460720.1
13160,NP_460717.1,NP_460720.1
13161,NP_459479.1,NP_459638.1
13162,NP_459479.1,NP_460171.1
13163,NP_459007.1,NP_459601.1
13164,NP_459007.1,NP_460843.1
13165,NP_459007.1,NP_462428.1
13166,NP_459008.1,NP_462428.1
13167,NP_459008.1,NP_463194.1
13168,NP_459009.1,NP_462350.1
13169,NP_461348.1,NP_462850.1
13170,NP_460161.1,NP_461348.1
13171,NP_461348.1,NP_462323.1
13172,NP_459010.1,NP_463194.1
13173,NP_459013.1,NP_463050.1
13174,NP_459013.1,NP_460722.1
13175,NP_459017.1,NP_459482.3
13176,NP_459018.1,NP_461312.1
13177,NP_459018.1,NP_459722.1
13178,NP_459018.1,NP_462773.1
13179,NP_459045.1,NP_463194.1
13180,NP_459050.1,NP_463194.1
13181,NP_459050.1,NP_462428.1
13182,NP_459050.1,NP_462343.1
13183,NP_459050.1,NP_460276.1
13184,NP_459050.1,NP_460708.1
13185,NP_459051.1,NP_462428.1
13186,NP_459018.1,NP_459051.1
13187,NP_459053.1,NP_462428.1
13188,NP_459053.1,NP_462338.1
13189,NP_459053.1,NP_462352.1
13190,NP_459053.1,NP_459719.1
13191,NP_459053.1,NP_462331.3
13192,NP_459053.1,NP_462344.1
13193,NP_459017.1,NP_459053.1
13194,NP_459053.1,NP_463023.1
13195,NP_459053.1,NP_461732.1
13196,NP_459053.1,NP_462320.1
13197,NP_459053.1,NP_460563.1
13198,NP_459053.1,NP_462318.1
13199,NP_459053.1,NP_462210.1
13200,NP_459053.1,NP_459096.1
13201,NP_459018.1,NP_459053.1
13202,NP_459053.1,NP_462341.1
13203,NP_459053.1,NP_462254.1
13204,NP_459053.1,NP_462334.1
13205,NP_459053.1,NP_462345.1
13206,NP_459053.1,NP_462240.1
13207,NP_459053.1,NP_462325.1
13208,NP_459053.1,NP_460912.1
13209,NP_459053.1,NP_461698.1
13210,NP_459053.1,NP_462359.1
13211,NP_459053.1,NP_463022.1
13212,NP_459051.1,NP_459053.1
13213,NP_459053.1,NP_459221.1
13214,NP_459053.1,NP_462060.1
13215,NP_459053.1,NP_460878.1
13216,NP_459053.1,NP_462284.1
13217,NP_459053.1,NP_461603.1
13218,NP_459017.1,NP_459054.1
13219,NP_459072.1,NP_462428.1
13220,NP_459072.1,NP_463194.1
13221,NP_459072.1,NP_460843.1
13222,NP_459072.1,NP_459601.1
13223,NP_459073.1,NP_459624.1
13224,NP_459073.1,NP_459719.1
13225,NP_459017.1,NP_459075.1
13226,NP_459075.1,NP_463194.1
13227,NP_459075.1,NP_459719.1
13228,NP_459075.1,NP_461310.1
13229,NP_459076.1,NP_462836.1
13230,NP_459017.1,NP_459076.1
13231,NP_459077.1,NP_459719.1
13232,NP_459077.1,NP_461112.1
13233,NP_459078.1,NP_460733.1
13234,NP_459078.1,NP_462915.1
13235,NP_459078.1,NP_459719.1
13236,NP_459078.1,NP_462359.1
13237,NP_459080.1,NP_462338.1
